learning_rate,top2_accuracy,val_accuracy,loss,val_top2_accuracy,accuracy,val_loss
0.0010000000474974513,1.0,0.9092133641242981,0.2511778175830841,1.0,0.9001966118812561,0.22641263902187347
0.0010000000474974513,1.0,0.9137930870056152,0.1997857540845871,1.0,0.9244246482849121,0.21870209276676178
0.0010000000474974513,1.0,0.9199892282485962,0.19593104720115662,1.0,0.9258702397346497,0.20912829041481018
0.0010000000474974513,1.0,0.9067887663841248,0.19023668766021729,1.0,0.9266219735145569,0.2366916835308075
0.0010000000474974513,1.0,0.9162176847457886,0.18983767926692963,1.0,0.9278362393379211,0.21152111887931824
0.00020000000949949026,1.0,0.9272629022598267,0.18064068257808685,1.0,0.9323464632034302,0.19043031334877014
0.00020000000949949026,1.0,0.9226831793785095,0.18164341151714325,1.0,0.930496096611023,0.19194841384887695
0.00020000000949949026,1.0,0.9326508641242981,0.1762673407793045,1.0,0.932809054851532,0.16831043362617493
0.00020000000949949026,1.0,0.9288793206214905,0.17933289706707,1.0,0.930496096611023,0.18227796256542206
0.00020000000949949026,1.0,0.9259159564971924,0.18057002127170563,1.0,0.9315369725227356,0.18900568783283234
4.0000002627493814e-05,1.0,0.9278017282485962,0.17548470199108124,1.0,0.9330981969833374,0.18261899054050446
4.0000002627493814e-05,1.0,0.9291487336158752,0.173564612865448,1.0,0.9333294630050659,0.17881377041339874
9.999999747378752e-06,1.0,0.943696141242981,0.17505522072315216,1.0,0.9340811967849731,0.14939658343791962
9.999999747378752e-06,1.0,0.9410021305084229,0.1649942845106125,1.0,0.9364519715309143,0.1532278060913086
9.999999747378752e-06,1.0,0.9428879022598267,0.1561031937599182,1.0,0.9406730532646179,0.15141580998897552
1.9999999949504854e-06,1.0,0.9471982717514038,0.14597703516483307,1.0,0.9450676441192627,0.13778820633888245
1.9999999949504854e-06,1.0,0.9471982717514038,0.14655925333499908,1.0,0.9455302357673645,0.1389339119195938
1.9999999949504854e-06,1.0,0.9520474076271057,0.14659032225608826,1.0,0.9433907866477966,0.1259203851222992
1.9999999949504854e-06,1.0,0.9520474076271057,0.14737938344478607,1.0,0.9461662769317627,0.1259436160326004
1.9999999949504854e-06,1.0,0.946928858757019,0.14224566519260406,1.0,0.9463397860527039,0.14105857908725739
4.0000000467443897e-07,1.0,0.9523168206214905,0.14120647311210632,1.0,0.9463397860527039,0.12574557960033417
4.0000000467443897e-07,1.0,0.951508641242981,0.14197254180908203,1.0,0.9462819695472717,0.12752403318881989
4.0000000467443897e-07,1.0,0.9525862336158752,0.1411990523338318,1.0,0.945298969745636,0.12592782080173492
1.0000000116860974e-07,1.0,0.9509698152542114,0.1436159312725067,1.0,0.945183277130127,0.12891310453414917
