learning_rate,top2_accuracy,val_accuracy,loss,val_top2_accuracy,accuracy,val_loss
0.0010000000474974513,1.0,0.9108297228813171,0.30673137307167053,1.0,0.8862032890319824,0.2642075717449188
0.0010000000474974513,1.0,0.9024784564971924,0.2667309045791626,1.0,0.9050537943840027,0.27496659755706787
0.0010000000474974513,1.0,0.9137930870056152,0.25636133551597595,1.0,0.9056320190429688,0.23661868274211884
0.0010000000474974513,1.0,0.9299569129943848,0.24989581108093262,1.0,0.9074245691299438,0.1836910843849182
0.0010000000474974513,1.0,0.9342672228813171,0.2441929429769516,1.0,0.9113565683364868,0.17654949426651
0.0010000000474974513,1.0,0.9113685488700867,0.25678837299346924,1.0,0.907482385635376,0.23639804124832153
0.0010000000474974513,1.0,0.912715494632721,0.25156882405281067,1.0,0.9082918763160706,0.22590380907058716
0.00020000000949949026,1.0,0.9261853694915771,0.2304694503545761,1.0,0.9127442836761475,0.19183674454689026
0.00020000000949949026,1.0,0.9183728694915771,0.2174445539712906,1.0,0.9177170991897583,0.2117491066455841
9.999999747378752e-06,1.0,0.943965494632721,0.2496916502714157,1.0,0.9092170596122742,0.15279407799243927
9.999999747378752e-06,1.0,0.9582435488700867,0.18902114033699036,1.0,0.9318260550498962,0.11053293943405151
9.999999747378752e-06,1.0,0.9639008641242981,0.14923417568206787,1.0,0.9422342777252197,0.09384734183549881
9.999999747378752e-06,1.0,0.9690194129943848,0.12546581029891968,1.0,0.9524690508842468,0.08882281184196472
9.999999747378752e-06,1.0,0.967402994632721,0.1082729920744896,1.0,0.9597548246383667,0.08821295946836472
9.999999747378752e-06,1.0,0.9606680870056152,0.08997219055891037,1.0,0.9670405983924866,0.11231019347906113
9.999999747378752e-06,1.0,0.974946141242981,0.0760713741183281,1.0,0.9710882306098938,0.07273196429014206
9.999999747378752e-06,1.0,0.9754849076271057,0.06748536974191666,1.0,0.9736902713775635,0.07378365099430084
9.999999747378752e-06,1.0,0.9738685488700867,0.05311024188995361,1.0,0.9810917377471924,0.08111190050840378
1.9999999949504854e-06,1.0,0.9727909564971924,0.045311395078897476,1.0,0.9837515950202942,0.08274085819721222
1.9999999949504854e-06,1.0,0.9741379022598267,0.04527664557099342,1.0,0.9834046363830566,0.07787404209375381
