learning_rate,top2_accuracy,val_accuracy,loss,val_top2_accuracy,accuracy,val_loss
0.0010000000474974513,1.0,0.8900862336158752,0.2996472120285034,1.0,0.8904244303703308,0.28770577907562256
0.0010000000474974513,1.0,0.9339978694915771,0.22983306646347046,1.0,0.9144790172576904,0.17863263189792633
0.0010000000474974513,1.0,0.9100215435028076,0.2269861400127411,1.0,0.9183531999588013,0.23046182096004486
0.0010000000474974513,1.0,0.8995150923728943,0.22201769053936005,1.0,0.9154620170593262,0.2622828781604767
0.00020000000949949026,1.0,0.9197198152542114,0.20218560099601746,1.0,0.9244246482849121,0.21081475913524628
0.00020000000949949026,1.0,0.9189116358757019,0.20276038348674774,1.0,0.9239042401313782,0.2088170200586319
9.999999747378752e-06,1.0,0.8817349076271057,0.23916271328926086,1.0,0.9095062017440796,0.32958412170410156
9.999999747378752e-06,1.0,0.8871228694915771,0.19525806605815887,1.0,0.9266219735145569,0.29585832357406616
9.999999747378752e-06,1.0,0.915678858757019,0.17184530198574066,1.0,0.9332138299942017,0.22231493890285492
9.999999747378752e-06,1.0,0.9458512663841248,0.15335090458393097,1.0,0.9414247870445251,0.13970479369163513
9.999999747378752e-06,1.0,0.9420797228813171,0.14455091953277588,1.0,0.9447206854820251,0.14750908315181732
9.999999747378752e-06,1.0,0.9461206793785095,0.13131889700889587,1.0,0.9508500099182129,0.1322384923696518
9.999999747378752e-06,1.0,0.9568965435028076,0.11651846021413803,1.0,0.9533942341804504,0.097835011780262
9.999999747378752e-06,1.0,0.9606680870056152,0.10857805609703064,1.0,0.9579044580459595,0.09784796833992004
9.999999747378752e-06,1.0,0.9488146305084229,0.09755163639783859,1.0,0.96328204870224,0.12981297075748444
1.9999999949504854e-06,1.0,0.9560883641242981,0.08695922791957855,1.0,0.9680235981941223,0.10923125594854355
1.9999999949504854e-06,1.0,0.959590494632721,0.08859219402074814,1.0,0.9657106399536133,0.09966815263032913
